id;Time;Post1;Post2;Difference;Frequency;Amplitude;Duration
2312930;1571816969666;4;1;15125.55;9356.90;10.91;5.44
2312931;1571816969666;2;1;20041.12;9356.92;25.74;5.50
2312932;1571816969678;4;2;-5062.03;9356.73;7.68;5.76
2312933;1571816969678;4;1;15122.56;9356.73;7.68;5.76
2312934;1571816969678;2;1;20038.12;9356.89;33.86;5.62
2312935;1571816969678;4;2;-5062.03;9356.76;6.93;5.74
2312936;1571816969678;4;1;15125.55;9356.76;6.93;5.74
2312937;1571816969678;2;1;20041.12;9356.93;33.20;5.54
2312943;1571816969690;4;2;-5062.03;9356.83;5.49;5.56
2312944;1571816969690;4;1;15134.55;9356.83;5.49;5.56
2312945;1571816969690;4;3;-20062.11;9356.83;5.49;5.56
2312947;1571816969690;4;2;-5056.04;9357.01;1.84;5.11
2312948;1571816969690;4;1;15143.54;9357.01;1.84;5.11
2312949;1571816969690;4;3;-20059.11;9357.01;1.84;5.11
2312966;1571816969726;2;1;19489.50;9356.96;16.36;4.03
2312970;1571816969726;2;1;20113.07;9356.98;16.36;4.55
2312975;1571816969782;4;1;15131.55;9356.97;5.12;5.38
2312976;1571816969782;4;1;15128.55;9356.86;7.92;5.64
2312977;1571816969794;4;1;15119.56;9356.80;7.82;5.71
2312978;1571816969794;4;1;15119.56;9356.66;8.94;5.80
2312981;1571816969806;4;1;15128.55;9356.93;11.91;5.46
2312982;1571816969806;4;3;-20062.11;9356.93;11.91;5.46
2312985;1571816969806;4;1;15125.55;9356.93;11.56;5.44
2312986;1571816969806;4;3;-20059.11;9356.93;11.56;5.44
2313001;1571816969878;4;2;-5068.03;9356.90;8.77;5.60
2313002;1571816969878;4;1;15119.56;9356.90;8.77;5.60
2313003;1571816969878;2;1;20041.12;9356.92;19.45;5.47
2313004;1571816969878;4;2;-5068.03;9356.74;9.88;5.75
2313005;1571816969878;4;1;15116.56;9356.74;9.88;5.75
2313006;1571816969878;2;1;20038.12;9356.95;19.08;5.50
2313013;1571816969890;4;2;-5065.03;9356.82;10.37;5.69
2313014;1571816969890;4;1;15110.56;9356.82;10.37;5.69
2313015;1571816969890;2;1;20029.13;9356.87;27.46;5.65
2313021;1571816969890;4;2;-5056.04;9356.98;11.32;5.38
2313022;1571816969890;4;1;15122.56;9356.98;11.32;5.38
2313023;1571816969890;2;1;20032.13;9356.90;26.95;5.59
2313027;1571816969902;4;2;-5059.03;9356.93;13.12;5.51
2313028;1571816969902;4;1;15119.56;9356.93;13.12;5.51
2313029;1571816969902;2;1;20032.13;9356.87;22.78;5.66
2313031;1571816969902;4;2;-5062.03;9356.95;12.89;5.53
2313032;1571816969902;4;1;15119.56;9356.95;12.89;5.53
2313033;1571816969902;4;3;-20131.06;9356.95;12.89;5.53
2313055;1571816969962;4;2;-5062.03;9357.03;1.58;5.05
2313056;1571816969962;4;1;15131.55;9357.03;1.58;5.05
2313057;1571816969962;2;1;20047.12;9356.97;5.12;5.44
2313058;1571816969962;4;2;-5068.03;9356.99;3.29;5.41
2313059;1571816969962;4;1;15122.56;9356.99;3.29;5.41
2313060;1571816969962;2;1;20044.12;9356.98;5.31;5.36
2313065;1571816969974;4;2;-5059.03;9356.97;11.05;5.51
2313066;1571816969974;4;1;15125.55;9356.97;11.05;5.51
2313067;1571816969974;2;1;20038.12;9356.96;25.57;5.41
2313077;1571816969974;4;2;-5050.04;9356.95;11.60;5.46
2313078;1571816969974;4;1;15122.56;9356.95;11.60;5.46
2313079;1571816969974;2;1;20026.13;9356.84;24.48;5.71
2313084;1571816969986;4;2;-5065.03;9356.70;9.77;5.78
2313085;1571816969986;4;1;15119.56;9356.70;9.77;5.78
2313086;1571816969986;2;1;20038.12;9356.94;31.41;5.48
2313092;1571816969998;4;2;-5071.03;9356.65;10.61;5.79
2313093;1571816969998;4;1;15116.56;9356.65;10.61;5.79
2313094;1571816969998;4;3;-20286.95;9356.65;10.61;5.79
2313110;1571816969998;4;2;-5074.02;9356.77;9.66;5.75
2313111;1571816969998;4;1;15083.58;9356.77;9.66;5.75
2313112;1571816969998;2;1;20011.14;9356.93;18.71;5.47
2313145;1571816970058;4;1;15131.55;9357.00;2.01;5.27
2313146;1571816970058;4;2;-5127.99;9357.05;2.80;4.91
2313147;1571816970058;4;1;15134.55;9357.05;2.80;4.91
2313148;1571816970058;2;1;20116.07;9357.05;0.33;2.72
2313150;1571816970070;4;2;-5065.03;9356.70;10.35;5.78
2313151;1571816970070;4;1;15116.56;9356.70;10.35;5.78
2313152;1571816970070;2;1;20035.13;9356.97;20.71;5.48
2313158;1571816970070;4;2;-5056.04;9356.93;10.91;5.48
2313159;1571816970070;4;1;15125.55;9356.93;10.91;5.48
2313160;1571816970070;2;1;20035.13;9356.96;20.39;5.43
2313161;1571816970082;4;2;-5056.04;9356.92;10.53;5.48
2313162;1571816970082;4;1;15116.56;9356.92;10.53;5.48
2313163;1571816970082;2;1;20026.13;9356.93;28.05;5.57
2313167;1571816970082;4;2;-5056.04;9356.97;11.17;5.46
2313168;1571816970082;4;1;15119.56;9356.97;11.17;5.46
2313169;1571816970082;2;1;20029.13;9356.96;27.22;5.50
2313174;1571816970094;4;2;-5065.03;9356.92;13.12;5.60
2313175;1571816970094;4;1;15122.56;9356.92;13.12;5.60
2313176;1571816970094;4;3;-20074.10;9356.92;13.12;5.60
2313183;1571816970094;4;2;-5071.03;9356.93;13.05;5.57
2313184;1571816970094;4;1;15122.56;9356.93;13.05;5.57
2313185;1571816970094;4;3;-20074.10;9356.93;13.05;5.57
2313211;1571816970154;4;2;-5157.97;9356.95;5.58;5.52
2313212;1571816970154;4;1;15104.57;9356.95;5.58;5.52
2313213;1571816970154;2;1;20116.07;9357.03;1.70;4.84
2313214;1571816970154;4;2;-5092.01;9356.94;5.67;5.51
2313215;1571816970154;4;1;15116.56;9356.94;5.67;5.51
2313216;1571816970154;2;1;20062.11;9357.02;2.11;5.28
2313219;1571816970166;4;2;-5050.04;9356.96;11.38;5.45
2313220;1571816970166;4;1;15122.56;9356.96;11.38;5.45
2313221;1571816970166;2;1;20026.13;9356.90;23.18;5.62
2313223;1571816970166;4;2;-5050.04;9356.97;11.74;5.45
2313224;1571816970166;4;1;15122.56;9356.97;11.74;5.45
2313225;1571816970166;2;1;20026.13;9356.91;23.35;5.62
2313226;1571816970178;4;2;-5056.04;9356.85;9.99;5.45
2313227;1571816970178;4;1;15128.55;9356.85;9.99;5.45
2313228;1571816970178;4;3;-20140.05;9356.85;9.99;5.45
2313232;1571816970178;4;2;-5056.04;9356.93;10.73;5.48
2313233;1571816970178;4;1;15113.56;9356.93;10.73;5.48
2313234;1571816970178;4;3;-20215.00;9356.93;10.73;5.48
2313240;1571816970190;4;2;-5062.03;9356.96;12.97;5.57
2313241;1571816970190;4;1;15122.56;9356.96;12.97;5.57
2313242;1571816970190;4;3;-20068.10;9356.96;12.97;5.57
2313244;1571816970190;4;2;-5059.03;9356.94;13.08;5.59
2313245;1571816970190;4;1;15125.55;9356.94;13.08;5.59
2313246;1571816970190;4;3;-20065.11;9356.94;13.08;5.59
2313274;1571816970262;4;2;-5059.03;9357.00;11.87;5.38
2313276;1571816970262;4;2;-5056.04;9356.94;11.42;5.50
2313285;1571816970274;4;2;-5062.03;9356.80;9.71;5.71
2313287;1571816970274;4;2;-5062.03;9356.92;9.60;5.62
2313288;1571816970274;4;1;15071.59;9356.92;9.60;5.62
2313289;1571816970274;2;1;19987.16;9356.96;26.84;5.52
2313293;1571816970286;4;2;-5053.04;9356.97;11.14;5.42
2313294;1571816970286;4;1;15119.56;9356.97;11.14;5.42
2313295;1571816970286;2;1;20026.13;9356.91;20.93;5.62
2313313;1571816970346;2;1;20041.12;9356.98;3.80;5.41
2313314;1571816970346;2;1;20044.12;9356.97;3.91;5.49
2313316;1571816970358;4;2;-5062.03;9356.97;4.54;5.40
2313317;1571816970358;4;1;15110.56;9356.97;4.54;5.40
2313318;1571816970358;2;1;20026.13;9356.94;24.92;5.40
2313319;1571816970358;4;2;-5056.04;9356.92;3.91;5.31
2313320;1571816970358;4;1;15116.56;9356.92;3.91;5.31
2313321;1571816970358;2;1;20026.13;9356.97;25.25;5.40
2313325;1571816970370;4;2;-5047.04;9356.99;3.52;5.25
2313326;1571816970370;4;1;15125.55;9356.99;3.52;5.25
2313327;1571816970370;2;1;20026.13;9356.95;33.37;5.56
2313328;1571816970370;4;2;-5044.05;9357.00;3.05;5.33
2313329;1571816970370;4;1;15128.55;9357.00;3.05;5.33
2313330;1571816970370;2;1;20026.13;9356.93;33.40;5.56
2313331;1571816970382;4;2;-5056.04;9356.94;4.64;5.35
2313332;1571816970382;4;1;15119.56;9356.94;4.64;5.35
2313333;1571816970382;4;3;-20062.11;9356.94;4.64;5.35
2313338;1571816970382;4;2;-5047.04;9356.99;4.12;5.36
2313339;1571816970382;4;1;15125.55;9356.99;4.12;5.36
2313340;1571816970382;4;3;-20065.11;9356.99;4.12;5.36
2313356;1571816970442;2;1;20041.12;9356.97;3.69;5.42
2313357;1571816970442;2;1;20041.12;9356.99;4.02;5.37
2313358;1571816970454;4;2;-4993.08;9357.02;0.97;5.06
2313359;1571816970454;4;1;15173.52;9357.02;0.97;5.06
2313360;1571816970454;2;1;20020.14;9356.73;24.12;5.77
2313366;1571816970454;4;2;-4891.15;9357.02;0.97;4.31
2313367;1571816970454;4;1;15275.45;9357.02;0.97;4.31
2313368;1571816970454;2;1;20020.14;9356.85;24.18;5.69
2313369;1571816970466;4;2;-5029.06;9357.01;2.24;5.23
2313370;1571816970466;4;1;15146.54;9357.01;2.24;5.23
2313371;1571816970466;2;1;20029.13;9356.92;32.61;5.57
2313373;1571816970466;4;2;-5047.04;9357.03;2.24;5.26
2313374;1571816970466;4;1;15125.55;9357.03;2.24;5.26
2313375;1571816970466;2;1;20026.13;9356.93;32.55;5.59
2313379;1571816970478;4;2;-5011.07;9357.03;1.12;5.04
2313380;1571816970478;4;1;15164.53;9357.03;1.12;5.04
2313381;1571816970478;4;3;-20035.13;9357.03;1.12;5.04
2313388;1571816970478;4;2;-4981.09;9357.03;0.97;4.69
2313389;1571816970478;4;1;15194.51;9357.03;0.97;4.69
2313390;1571816970478;4;3;-20005.15;9357.03;0.97;4.69
2313413;1571816970538;2;1;20047.12;9356.99;2.87;5.33
2313415;1571816970538;2;1;20041.12;9356.99;2.75;5.30
2313417;1571816970550;2;1;20017.14;9356.85;23.42;5.68
2313419;1571816970550;2;1;20017.14;9356.86;23.42;5.68
2313421;1571816970562;4;2;-4777.23;9356.96;0.33;3.31
2313422;1571816970562;4;1;15395.37;9356.96;0.33;3.31
2313423;1571816970562;2;1;20026.13;9356.93;31.98;5.53
2313425;1571816970562;2;1;20029.13;9356.93;31.94;5.54
2313432;1571816970574;4;2;-4456.45;9356.99;0.17;2.61
2313433;1571816970574;4;1;15716.14;9356.99;0.17;2.61
2313434;1571816970574;4;3;-19501.50;9356.99;0.17;2.61
2313436;1571816970574;2;3;-15109.54;9356.86;28.58;5.68
2313437;1571816970574;2;1;20029.13;9356.86;28.58;5.68
2313456;1571816970610;2;1;19720.34;9357.04;19.08;5.30
2313459;1571816970634;2;1;20041.12;9356.98;2.87;5.44
2313460;1571816970634;2;1;20041.12;9356.99;3.00;5.36
2313462;1571816970646;4;2;-5038.05;9357.04;0.97;3.44
2313463;1571816970646;4;1;15125.55;9357.04;0.97;3.44
2313464;1571816970646;2;1;20017.14;9356.87;23.48;5.69
2313465;1571816970646;4;2;-5005.07;9357.06;1.56;4.83
2313466;1571816970646;4;1;15158.53;9357.06;1.56;4.83
2313467;1571816970646;2;1;20017.14;9356.86;23.64;5.66
2313472;1571816970658;4;2;-5050.04;9357.04;3.23;5.27
2313473;1571816970658;4;1;15122.56;9357.04;3.23;5.27
2313474;1571816970658;2;1;20026.13;9356.95;31.87;5.49
2313475;1571816970658;4;2;-5032.05;9357.02;0.98;5.01
2313476;1571816970658;4;1;15137.55;9357.02;0.98;5.01
2313477;1571816970658;2;1;20023.13;9356.93;31.85;5.53
2313480;1571816970670;4;2;-5047.04;9356.97;3.00;5.27
2313481;1571816970670;4;1;15122.56;9356.97;3.00;5.27
2313482;1571816970670;4;3;-20065.11;9356.97;3.00;5.27
2313489;1571816970670;4;2;-5047.04;9357.01;3.23;5.18
2313490;1571816970670;4;1;15122.56;9357.01;3.23;5.18
2313491;1571816970670;4;3;-20146.05;9357.01;3.23;5.18
2313522;1571816970730;2;1;20035.13;9357.02;2.11;4.99
2313524;1571816970730;2;1;20038.12;9357.04;1.84;5.06
2313525;1571816970742;4;2;-5053.04;9357.01;6.91;5.45
2313526;1571816970742;4;1;15110.56;9357.01;6.91;5.45
2313527;1571816970742;2;1;20017.14;9356.93;22.14;5.61
2313532;1571816970742;4;2;-5053.04;9356.93;7.06;5.56
2313533;1571816970742;4;1;15110.56;9356.93;7.06;5.56
2313534;1571816970742;2;1;20017.14;9356.92;21.86;5.60
2313537;1571816970754;4;2;-5053.04;9356.97;6.44;5.52
2313538;1571816970754;4;1;15110.56;9356.97;6.44;5.52
2313539;1571816970754;2;1;20017.14;9356.89;27.61;5.64
2313546;1571816970754;4;2;-5053.04;9356.91;6.93;5.59
2313547;1571816970754;4;1;15107.57;9356.91;6.93;5.59
2313548;1571816970754;2;1;20014.14;9356.92;27.10;5.60
2313550;1571816970766;4;2;-5065.03;9356.95;9.02;5.62
2313551;1571816970766;4;1;15107.57;9356.95;9.02;5.62
2313552;1571816970766;2;1;20026.13;9356.94;21.79;5.57
2313559;1571816970766;4;2;-5065.03;9356.82;9.43;5.71
2313560;1571816970766;4;1;15107.57;9356.82;9.43;5.71
2313561;1571816970766;2;1;20026.13;9356.93;21.01;5.57
2313606;1571816970826;4;2;-5568.68;9356.95;6.11;5.50
2313607;1571816970826;4;1;14915.70;9356.95;6.11;5.50
2313613;1571816970838;4;2;-5059.03;9356.95;12.74;5.60
2313614;1571816970838;4;1;15107.57;9356.95;12.74;5.60
2313615;1571816970838;2;1;20020.14;9356.94;20.86;5.57
2313617;1571816970838;4;2;-5053.04;9356.93;12.66;5.60
2313618;1571816970838;4;1;15110.56;9356.93;12.66;5.60
2313619;1571816970838;2;1;20017.14;9356.92;21.23;5.61
2313620;1571816970850;4;2;-5050.04;9356.96;12.04;5.46
2313621;1571816970850;4;1;15116.56;9356.96;12.04;5.46
2313622;1571816970850;4;3;-20766.62;9356.96;12.04;5.46
2313623;1571816970862;4;2;-5062.03;9356.95;13.67;5.59
2313624;1571816970862;4;1;15110.56;9356.95;13.67;5.59
2313625;1571816970862;4;3;-20074.10;9356.95;13.67;5.59
2313628;1571816970862;4;2;-5065.03;9356.87;13.56;5.65
2313629;1571816970862;4;1;15110.56;9356.87;13.56;5.65
2313630;1571816970862;4;3;-20071.10;9356.87;13.56;5.65
2313671;1571816970922;4;1;15101.57;9356.94;4.51;5.42
2313672;1571816970922;4;1;15095.57;9357.01;4.71;5.23
2313673;1571816970934;4;2;-5074.02;9356.95;11.42;5.44
2313674;1571816970934;4;1;15107.57;9356.95;11.42;5.44
2313675;1571816970934;2;1;20035.13;9357.00;16.85;5.29
2313676;1571816970934;4;2;-5083.02;9356.97;11.51;5.47
2313677;1571816970934;4;1;15107.57;9356.97;11.51;5.47
2313678;1571816970934;2;1;20044.12;9356.99;15.84;5.32
2313680;1571816970946;4;2;-5053.04;9356.98;11.50;5.39
2313681;1571816970946;4;1;15107.57;9356.98;11.50;5.39
2313682;1571816970946;2;1;20014.14;9356.83;22.34;5.69
2313683;1571816970946;4;2;-5053.04;9356.99;11.60;5.39
2313684;1571816970946;4;1;15113.56;9356.99;11.60;5.39
2313685;1571816970946;2;1;20020.14;9356.93;22.52;5.59
2313689;1571816970958;4;2;-5062.03;9356.91;13.31;5.57
2313690;1571816970958;4;1;15110.56;9356.91;13.31;5.57
2313691;1571816970958;4;3;-20110.07;9356.91;13.31;5.57
2313693;1571816970958;4;2;-5062.03;9356.95;13.31;5.56
2313694;1571816970958;4;1;15098.57;9356.95;13.31;5.56
2313695;1571816970958;4;3;-20119.07;9356.95;13.31;5.56
2313712;1571816971030;4;1;15098.57;9356.84;6.19;5.65
2313715;1571816971030;4;1;15104.57;9356.84;6.91;5.65
2313720;1571816971042;4;2;-5068.03;9356.81;8.94;5.70
2313721;1571816971042;4;1;15086.58;9356.81;8.94;5.70
2313722;1571816971042;2;1;20008.14;9357.02;19.08;5.35
2313727;1571816971054;4;2;-5062.03;9356.92;13.01;5.55
2313728;1571816971054;4;1;14981.65;9356.92;13.01;5.55
2313729;1571816971054;2;1;19897.22;9357.00;20.31;5.42
2313736;1571816971054;4;2;-5059.03;9356.91;13.63;5.59
2313737;1571816971054;4;1;15113.56;9356.91;13.63;5.59
2313738;1571816971054;2;1;20026.13;9356.81;22.08;5.69
2313757;1571816971126;4;1;15098.57;9356.84;9.77;5.66
2313759;1571816971126;4;1;15110.56;9356.96;11.74;5.45
2313765;1571816971138;4;2;-5053.04;9356.97;12.21;5.46
2313766;1571816971138;4;1;15110.56;9356.97;12.21;5.46
2313767;1571816971138;2;1;20017.14;9356.87;22.21;5.64
2313769;1571816971138;4;2;-5050.04;9356.92;12.55;5.44
2313770;1571816971138;4;1;15107.57;9356.92;12.55;5.44
2313771;1571816971138;2;1;20011.14;9356.80;23.31;5.70
2313778;1571816971150;4;2;-5062.03;9356.96;13.70;5.54
2313779;1571816971150;4;1;15104.57;9356.96;13.70;5.54
2313780;1571816971150;2;1;20020.14;9356.84;21.18;5.68
2313785;1571816971150;4;2;-5062.03;9356.98;12.93;5.49
2313786;1571816971150;4;1;15110.56;9356.98;12.93;5.49
2313787;1571816971150;2;1;20026.13;9356.78;20.58;5.71
2313813;1571816971210;4;1;15116.56;9356.99;4.08;5.19
2313815;1571816971210;4;1;15110.56;9356.98;5.39;5.35
2313820;1571816971222;4;2;-5065.03;9356.93;12.74;5.57
2313821;1571816971222;4;1;15104.57;9356.93;12.74;5.57
2313822;1571816971222;2;1;20023.13;9356.99;17.09;5.39
2313826;1571816971222;4;2;-5074.02;9356.93;12.85;5.56
2313827;1571816971222;4;1;15104.57;9356.93;12.85;5.56
2313828;1571816971222;2;1;20032.13;9356.99;17.55;5.31
2313831;1571816971234;4;2;-5056.04;9356.94;10.88;5.42
2313832;1571816971234;4;1;15098.57;9356.94;10.88;5.42
2313833;1571816971234;2;1;20008.14;9356.95;26.08;5.48
2313838;1571816971234;4;2;-5062.03;9356.78;9.66;5.73
2313839;1571816971234;4;1;15092.58;9356.78;9.66;5.73
2313840;1571816971234;2;1;20008.14;9356.92;27.14;5.59
2313842;1571816971246;4;2;-5071.03;9356.83;9.49;5.69
2313843;1571816971246;4;1;15101.57;9356.83;9.49;5.69
2313844;1571816971246;2;1;20026.13;9356.94;25.30;5.48
2313864;1571816971306;4;2;-5116.00;9357.01;2.28;5.16
2313865;1571816971306;4;1;15146.54;9357.01;2.28;5.16
2313866;1571816971306;2;1;20116.07;9357.01;0.50;4.66
2313867;1571816971306;4;1;15281.45;9356.97;1.44;4.35
2313873;1571816971318;4;2;-5053.04;9357.00;5.49;5.42
2313874;1571816971318;4;1;15107.57;9357.00;5.49;5.42
2313875;1571816971318;2;1;20014.14;9356.99;17.55;5.40
2313881;1571816971318;4;2;-5056.04;9356.98;3.23;5.37
2313882;1571816971318;4;1;15107.57;9356.98;3.23;5.37
2313883;1571816971318;2;1;20017.14;9357.00;16.36;5.23
2313890;1571816971330;4;2;-5053.04;9356.98;3.00;5.30
2313891;1571816971330;4;1;15113.56;9356.98;3.00;5.30
2313892;1571816971330;4;3;-20170.03;9356.98;3.00;5.30
2313895;1571816971330;4;2;-5059.03;9356.90;3.58;5.42
2313896;1571816971330;4;1;15098.57;9356.90;3.58;5.42
2313897;1571816971330;4;3;-20295.95;9356.90;3.58;5.42
2313903;1571816971342;4;2;-5062.03;9356.95;7.92;5.52
2313904;1571816971342;4;1;15098.57;9356.95;7.92;5.52
2313905;1571816971342;4;3;-20077.10;9356.95;7.92;5.52
2313910;1571816971342;4;2;-5065.03;9356.92;8.71;5.60
2313911;1571816971342;4;1;15101.57;9356.92;8.71;5.60
2313912;1571816971342;4;3;-20080.10;9356.92;8.71;5.60
2313919;1571816971378;2;1;20424.86;9356.94;18.80;4.09
2313920;1571816971378;2;1;20532.78;9356.99;17.55;3.73
2313924;1571816971402;4;2;-5124.99;9356.99;2.01;5.18
2313925;1571816971402;4;1;15131.55;9356.99;2.01;5.18
2313926;1571816971402;2;1;20110.07;9357.02;0.50;4.42
2313927;1571816971402;4;2;-5364.82;9356.99;2.92;5.35
2313928;1571816971402;4;1;15107.57;9356.99;2.92;5.35
2313929;1571816971402;2;1;20325.92;9357.00;0.33;3.45
2313930;1571816971414;4;2;-5059.03;9356.94;11.14;5.50
2313931;1571816971414;4;1;15101.57;9356.94;11.14;5.50
2313932;1571816971414;2;1;20014.14;9356.92;21.23;5.59
2313933;1571816971414;4;2;-5059.03;9356.64;10.25;5.80
2313934;1571816971414;4;1;15092.58;9356.64;10.25;5.80
2313935;1571816971414;2;1;20005.15;9356.88;22.02;5.62
2313938;1571816971426;4;2;-5059.03;9356.88;7.75;5.60
2313939;1571816971426;4;1;15101.57;9356.88;7.75;5.60
2313940;1571816971426;4;3;-20155.04;9356.88;7.75;5.60
2313945;1571816971426;4;2;-5059.03;9356.93;6.11;5.54
2313946;1571816971426;4;1;15101.57;9356.93;6.11;5.54
2313947;1571816971426;4;3;-20277.96;9356.93;6.11;5.54
2313954;1571816971438;4;2;-5059.03;9356.95;5.76;5.40
2313955;1571816971438;4;1;15110.56;9356.95;5.76;5.40
2313956;1571816971438;4;3;-20077.10;9356.95;5.76;5.40
2313958;1571816971438;4;2;-5065.03;9356.90;5.94;5.54
2313959;1571816971438;4;1;15104.57;9356.90;5.94;5.54
2313960;1571816971438;4;3;-20089.09;9356.90;5.94;5.54
2313985;1571816971498;2;1;20035.13;9357.01;1.97;5.26
2313987;1571816971498;2;1;20029.13;9357.03;1.12;5.09
2313989;1571816971510;2;1;20011.14;9356.94;20.05;5.50
2313994;1571816971510;4;2;-4996.08;9357.02;1.41;4.53
2313995;1571816971510;4;1;15158.53;9357.02;1.41;4.53
2313996;1571816971510;2;1;20008.14;9356.95;17.89;5.42
2314005;1571816971522;2;1;19999.15;9356.86;24.18;5.65
2314012;1571816971522;2;1;20011.14;9356.90;24.02;5.40
2314017;1571816971534;2;3;-15064.57;9356.91;22.33;5.55
2314018;1571816971534;2;1;20014.14;9356.91;22.33;5.55
2314038;1571816971606;4;2;-4993.08;9356.96;1.12;4.99
2314039;1571816971606;4;1;15161.53;9356.96;1.12;4.99
2314040;1571816971606;2;1;20008.14;9356.86;21.26;5.65
2314045;1571816971606;4;2;-5002.07;9357.00;1.84;4.92
2314046;1571816971606;4;1;15110.56;9357.00;1.84;4.92
2314047;1571816971606;2;1;19966.17;9356.85;21.33;5.65
2314049;1571816971618;2;1;20005.15;9356.73;23.42;5.75
2314056;1571816971630;2;1;20011.14;9356.90;23.24;5.57
2314062;1571816971630;2;1;20020.14;9356.93;25.16;5.34
2314088;1571816971702;4;2;-5065.03;9356.87;5.22;5.51
2314089;1571816971702;4;1;15095.57;9356.87;5.22;5.51
2314090;1571816971702;2;1;20014.14;9356.95;16.97;5.24
2314091;1571816971702;4;2;-5068.03;9356.90;6.02;5.48
2314092;1571816971702;4;1;15098.57;9356.90;6.02;5.48
2314093;1571816971702;2;1;20020.14;9356.98;16.85;5.23
2314094;1571816971714;4;2;-5050.04;9356.91;4.19;5.37
2314095;1571816971714;4;1;15092.58;9356.91;4.19;5.37
2314096;1571816971714;2;1;19996.15;9356.92;21.08;5.52
2314102;1571816971714;4;2;-5074.02;9356.89;4.08;5.45
2314103;1571816971714;4;1;15098.57;9356.89;4.08;5.45
2314104;1571816971714;2;1;20026.13;9356.95;16.36;5.09
2314106;1571816971726;4;2;-5062.03;9356.93;5.40;5.47
2314107;1571816971726;4;1;15095.57;9356.93;5.40;5.47
2314108;1571816971726;4;3;-20095.08;9356.93;5.40;5.47
2314128;1571816971786;2;1;20532.78;9357.03;0.33;2.27
2314130;1571816971798;4;2;-5059.03;9356.84;8.65;5.71
2314131;1571816971798;4;1;15086.58;9356.84;8.65;5.71
2314132;1571816971798;2;1;19999.15;9356.92;21.58;5.62
2314133;1571816971798;4;2;-5062.03;9356.95;7.72;5.59
2314134;1571816971798;4;1;15080.58;9356.95;7.72;5.59
2314135;1571816971798;2;1;19996.15;9356.89;20.78;5.63
2314136;1571816971810;4;2;-5053.04;9356.95;4.71;5.40
2314137;1571816971810;4;1;15098.57;9356.95;4.71;5.40
2314138;1571816971810;2;1;20005.15;9356.97;26.99;5.51
2314139;1571816971810;4;2;-5053.04;9356.92;5.48;5.55
2314140;1571816971810;4;1;15077.59;9356.92;5.48;5.55
2314141;1571816971810;2;1;19984.16;9356.93;23.41;5.59
2314145;1571816971822;4;2;-5059.03;9356.87;6.27;5.62
2314146;1571816971822;4;1;15101.57;9356.87;6.27;5.62
2314147;1571816971822;4;3;-20086.09;9356.87;6.27;5.62
2314161;1571816971894;4;2;-5151.97;9356.97;1.97;5.32
2314162;1571816971894;4;1;15110.56;9356.97;1.97;5.32
2314163;1571816971894;2;1;20116.07;9356.98;0.17;4.63
2314164;1571816971894;2;1;20008.14;9356.94;17.09;5.44
2314165;1571816971906;2;1;20005.15;9356.90;27.47;5.58
2314167;1571816971906;2;1;20005.15;9356.87;28.27;5.60
2314169;1571816971918;2;3;-15220.46;9356.85;21.18;5.62
2314170;1571816971918;2;1;20008.14;9356.85;21.18;5.62
2314171;1571816971918;4;2;-4957.11;9356.95;0.81;4.51
2314172;1571816971918;4;1;15197.50;9356.95;0.81;4.51
2314173;1571816971918;4;3;-19987.16;9356.95;0.81;4.51
2314188;1571816971990;4;2;-5044.05;9356.99;1.56;5.10
2314189;1571816971990;4;1;15113.56;9356.99;1.56;5.10
2314190;1571816971990;2;1;20011.14;9356.84;18.25;5.44
2314197;1571816971990;4;2;-5056.04;9356.91;3.46;5.43
2314198;1571816971990;4;1;15101.57;9356.91;3.46;5.43
2314199;1571816971990;2;1;20011.14;9356.93;18.21;5.31
2314206;1571816972002;4;2;-5050.04;9356.95;2.92;5.38
2314207;1571816972002;4;1;15095.57;9356.95;2.92;5.38
2314208;1571816972002;2;1;19999.15;9356.84;21.88;5.61
2314212;1571816972002;4;2;-5047.04;9356.99;2.67;5.23
2314213;1571816972002;4;1;15107.57;9356.99;2.67;5.23
2314214;1571816972002;2;1;20008.14;9356.89;19.88;5.51
2314221;1571816972014;4;2;-5080.02;9356.89;4.02;5.38
2314222;1571816972014;4;1;15092.58;9356.89;4.02;5.38
2314223;1571816972014;4;3;-20095.08;9356.89;4.02;5.38
2314227;1571816972014;4;1;15092.58;9356.80;3.23;5.68
2314228;1571816972014;4;3;-20101.08;9356.80;3.23;5.68
2314248;1571816972086;4;2;-5127.99;9356.85;10.71;5.47
2314249;1571816972086;4;1;15095.57;9356.85;10.71;5.47
2314250;1571816972086;2;1;20077.10;9356.98;14.21;4.62
2314256;1571816972086;4;2;-5071.03;9356.93;12.21;5.46
2314257;1571816972086;4;1;15095.57;9356.93;12.21;5.46
2314258;1571816972086;2;1;20020.14;9356.99;15.97;5.09
2314271;1571816972098;4;2;-5047.04;9356.95;11.64;5.40
2314272;1571816972098;4;1;15098.57;9356.95;11.64;5.40
2314273;1571816972098;2;1;19999.15;9356.87;26.44;5.63
2314276;1571816972098;4;2;-5050.04;9356.93;11.64;5.47
2314277;1571816972098;4;1;15098.57;9356.93;11.64;5.47
2314278;1571816972098;2;1;20002.15;9356.88;26.60;5.60
2314283;1571816972110;4;2;-5053.04;9356.93;12.58;5.53
2314284;1571816972110;4;1;15092.58;9356.93;12.58;5.53
